filename,Burn Mark,Flash,Short Shot,Sink Mark
fp_train_0057.jpg,0,1,0,0
fp_train_0058.jpg,0,1,1,0
fp_train_0059.jpg,0,1,0,0
fp_train_0060.jpg,1,1,0,0
fp_train_0061.jpg,0,0,0,0
fp_train_0062.jpg,1,0,0,0
fp_train_0063.jpg,1,1,0,0
fp_train_0064.jpg,1,1,0,0
fp_train_0065.jpg,0,1,0,0
fp_train_0066.jpg,1,1,0,0
fp_train_0067.jpg,0,1,0,0
fp_train_0068.jpg,0,0,0,0
fp_train_0069.jpg,0,1,0,0
fp_train_0070.jpg,0,0,0,0
fp_train_0071.jpg,1,1,1,0
fp_train_0072.jpg,1,1,0,0
fp_train_0073.jpg,0,0,0,0
fp_train_0074.jpg,0,1,1,0
fp_train_0075.jpg,1,0,0,0
fp_train_0076.jpg,0,1,0,0
fp_train_0077.jpg,0,0,0,0
fp_train_0078.jpg,0,1,0,0
fp_train_0079.jpg,1,0,0,0
fp_train_0080.jpg,0,0,0,0
fp_train_0081.jpg,1,0,0,0
fp_train_0082.jpg,0,1,0,0
fp_train_0083.jpg,0,1,0,0
fp_train_0084.jpg,0,0,0,0
fp_train_0085.jpg,0,1,0,0
fp_train_0086.jpg,0,0,0,0
fp_train_0087.jpg,0,1,0,0
fp_train_0088.jpg,0,1,0,0
fp_train_0089.jpg,1,1,0,0
fp_train_0090.jpg,0,1,0,0
fp_train_0091.jpg,0,1,1,0
fp_train_0092.jpg,0,0,0,0
fp_train_0093.jpg,0,0,0,0
fp_train_0094.jpg,0,0,0,0
fp_train_0095.jpg,0,1,0,0
fp_train_0096.jpg,0,1,1,0
fp_train_0097.jpg,1,1,0,0
fp_train_0098.jpg,0,1,0,0
fp_train_0099.jpg,1,0,0,0
fp_train_0100.jpg,0,1,1,0
fp_train_0101.jpg,0,1,0,0
fp_train_0102.jpg,0,1,0,0
fp_train_0103.jpg,0,0,0,0
fp_train_0104.jpg,0,0,0,0
fp_train_0105.jpg,0,1,0,0
fp_train_0106.jpg,0,1,0,0
fp_train_0107.jpg,0,0,0,0
fp_train_0108.jpg,0,1,0,0
fp_train_0109.jpg,0,1,0,0
fp_train_0110.jpg,0,0,0,0
fp_train_0111.jpg,0,1,0,0
fp_train_0112.jpg,0,1,0,0
fp_train_0113.jpg,0,1,1,0
fp_train_0114.jpg,0,0,0,0
fp_train_0115.jpg,0,0,0,0
fp_train_0116.jpg,0,0,1,0
fp_train_0117.jpg,0,1,0,0
fp_train_0118.jpg,0,1,1,0
fp_train_0119.jpg,0,1,0,0
fp_train_0120.jpg,0,0,1,0
fp_train_0121.jpg,0,1,0,0
fp_train_0122.jpg,0,1,0,0
fp_train_0123.jpg,1,1,0,1
fp_train_0124.jpg,0,0,0,0
fp_train_0125.jpg,0,1,1,0
fp_train_0126.jpg,0,1,1,0
fp_train_0127.jpg,0,1,1,0
fp_train_0128.jpg,1,0,0,0
fp_train_0129.jpg,0,0,1,0
fp_train_0130.jpg,0,0,0,1
fp_train_0131.jpg,1,1,0,1
fp_train_0132.jpg,1,0,0,0
fp_train_0133.jpg,0,0,0,0
fp_train_0134.jpg,0,0,1,0
fp_train_0135.jpg,0,0,0,0
fp_train_0136.jpg,0,1,0,0
fp_train_0137.jpg,0,0,0,0
fp_train_0138.jpg,1,1,0,0
fp_train_0139.jpg,0,0,1,1
fp_train_0140.jpg,0,1,1,0
fp_train_0141.jpg,0,0,0,0
fp_train_0142.jpg,0,0,0,0
fp_train_0143.jpg,0,0,0,0
fp_train_0144.jpg,0,0,0,0
fp_train_0145.jpg,0,0,0,1
fp_train_0146.jpg,0,1,0,0
fp_train_0147.jpg,0,0,0,0
fp_train_0148.jpg,0,1,0,0
fp_train_0149.jpg,1,1,0,1
fp_train_0150.jpg,0,0,1,0
fp_train_0151.jpg,1,1,0,1
fp_train_0152.jpg,0,0,0,0
fp_train_0153.jpg,0,0,0,0
fp_train_0154.jpg,0,0,0,1
fp_train_0155.jpg,0,0,0,1
fp_train_0156.jpg,0,0,0,1
fp_train_0157.jpg,1,0,0,1
fp_train_0158.jpg,0,0,0,0
fp_train_0159.jpg,0,0,0,0
fp_train_0160.jpg,0,1,0,0
fp_train_0161.jpg,1,1,0,1
fp_train_0162.jpg,1,0,0,0
fp_train_0163.jpg,0,0,0,1
fp_train_0164.jpg,0,1,0,0
fp_train_0165.jpg,0,0,0,0
fp_train_0166.jpg,0,0,0,1
fp_train_0167.jpg,0,1,0,0
fp_train_0168.jpg,0,0,0,1
fp_train_0169.jpg,0,0,0,0
fp_train_0170.jpg,0,0,0,0
fp_train_0171.jpg,0,1,0,0
fp_train_0172.jpg,0,0,0,0
fp_train_0173.jpg,0,0,0,1
fp_train_0174.jpg,1,0,0,1
fp_train_0175.jpg,1,0,0,1
fp_train_0176.jpg,0,0,0,1
fp_train_0177.jpg,0,0,0,1
fp_train_0178.jpg,0,0,0,1
fp_train_0179.jpg,0,0,0,1
fp_train_0180.jpg,0,0,0,0
fp_train_0181.jpg,0,0,0,0
fp_train_0182.jpg,0,0,0,0
fp_train_0183.jpg,0,0,0,0
fp_train_0184.jpg,0,0,0,0
fp_train_0185.jpg,1,0,0,1
fp_train_0186.jpg,0,0,0,0
fp_train_0187.jpg,1,1,0,1
fp_train_0188.jpg,1,1,0,0
fp_train_0189.jpg,0,0,0,0
fp_train_0190.jpg,1,0,1,0
fp_train_0191.jpg,0,1,0,0
fp_train_0192.jpg,1,1,0,0
fp_train_0193.jpg,1,1,0,1
fp_train_0194.jpg,0,0,0,0
fp_train_0195.jpg,1,0,0,1
fp_train_0196.jpg,1,0,0,1
fp_train_0197.jpg,1,0,0,0
fp_train_0198.jpg,1,1,0,0
fp_train_0199.jpg,0,1,0,0
fp_train_0200.jpg,1,0,0,0
fp_train_0201.jpg,0,0,0,0
fp_train_0202.jpg,0,1,1,0
fp_train_0203.jpg,1,0,0,0
fp_train_0204.jpg,1,1,1,1
fp_train_0205.jpg,1,1,0,1
fp_train_0206.jpg,1,0,0,0
fp_train_0207.jpg,1,0,1,0
fp_train_0208.jpg,0,1,0,1
fp_train_0209.jpg,0,0,0,0
fp_train_0210.jpg,0,0,0,0
fp_train_0211.jpg,0,0,0,0
fp_train_0212.jpg,0,1,0,0
fp_train_0213.jpg,0,0,1,0
fp_train_0214.jpg,0,0,0,0
fp_train_0215.jpg,1,0,0,1
fp_train_0216.jpg,0,1,1,1
fp_train_0217.jpg,1,0,0,1
fp_train_0218.jpg,0,0,0,0
fp_train_0219.jpg,0,0,1,0
fp_train_0220.jpg,0,0,0,0
fp_train_0221.jpg,0,1,1,0
fp_train_0222.jpg,1,0,0,0
fp_train_0223.jpg,1,0,0,1
fp_train_0224.jpg,0,0,0,1
fp_train_0225.jpg,0,1,0,0
fp_train_0226.jpg,0,0,0,0
fp_train_0227.jpg,0,1,0,0
fp_train_0228.jpg,1,0,0,0
fp_train_0229.jpg,1,0,0,0
fp_train_0230.jpg,0,1,0,1
fp_train_0231.jpg,0,0,0,1
fp_train_0232.jpg,0,0,0,0
fp_train_0233.jpg,1,0,0,1
fp_train_0234.jpg,1,0,0,0
fp_train_0235.jpg,0,0,0,1
fp_train_0236.jpg,0,1,0,0
fp_train_0237.jpg,0,1,1,0
fp_train_0238.jpg,0,0,0,0
fp_train_0239.jpg,1,0,0,0
fp_train_0240.jpg,0,0,0,0
fp_train_0241.jpg,0,0,0,0
fp_train_0242.jpg,0,0,1,0
fp_train_0243.jpg,1,0,0,0
fp_train_0244.jpg,1,1,0,0
fp_train_0245.jpg,1,1,0,1
fp_train_0246.jpg,0,0,0,0
fp_train_0247.jpg,1,0,1,0
fp_train_0248.jpg,1,1,0,1
fp_train_0249.jpg,1,1,0,1
fp_train_0250.jpg,0,1,0,0
fp_train_0251.jpg,1,0,1,1
fp_train_0252.jpg,0,0,0,0
fp_train_0253.jpg,0,0,1,1
fp_train_0254.jpg,0,0,0,0
fp_train_0255.jpg,0,0,1,0
fp_train_0256.jpg,0,0,0,0
fp_train_0257.jpg,0,0,0,0
fp_train_0258.jpg,0,0,0,0
fp_train_0259.jpg,0,0,0,0
fp_train_0260.jpg,0,0,1,0
fp_train_0261.jpg,0,0,1,0
fp_train_0262.jpg,1,1,0,1
fp_train_0263.jpg,1,0,0,1
fp_train_0264.jpg,0,0,0,1
fp_train_0265.jpg,1,1,0,1
fp_train_0266.jpg,1,0,0,1
fp_train_0267.jpg,0,0,0,1
fp_train_0268.jpg,1,0,0,0
fp_train_0269.jpg,1,1,0,1
fp_train_0270.jpg,1,0,0,0
fp_train_0271.jpg,1,0,0,1
fp_train_0272.jpg,0,0,0,0
fp_train_0273.jpg,0,1,0,1
fp_train_0274.jpg,0,1,0,0
fp_train_0275.jpg,1,0,0,0
fp_train_0276.jpg,1,1,0,1
fp_train_0277.jpg,0,1,1,0
fp_train_0278.jpg,0,0,0,0
fp_train_0279.jpg,0,0,0,0
fp_train_0280.jpg,1,0,0,0
fp_train_0281.jpg,0,0,0,0
fp_train_0282.jpg,1,0,0,1
fp_train_0283.jpg,1,0,0,0
fp_train_0284.jpg,0,0,0,0
fp_train_0285.jpg,0,0,0,0
fp_train_0286.jpg,1,0,0,1
fp_train_0287.jpg,1,0,0,1
fp_train_0288.jpg,0,1,0,0
fp_train_0289.jpg,1,1,0,1
fp_train_0290.jpg,0,0,0,0
fp_train_0291.jpg,0,0,0,0
fp_train_0292.jpg,0,0,0,0
fp_train_0293.jpg,0,0,0,0
fp_train_0294.jpg,0,0,1,0
fp_train_0295.jpg,0,0,1,1
fp_train_0296.jpg,0,1,1,0
fp_train_0297.jpg,0,1,0,0
fp_train_0298.jpg,0,1,0,1
fp_train_0299.jpg,1,0,0,1
fp_train_0300.jpg,1,0,1,1
fp_train_0301.jpg,0,1,1,0
fp_train_0302.jpg,1,1,0,0
fp_train_0303.jpg,0,0,0,0
fp_train_0304.jpg,0,0,0,0
fp_train_0305.jpg,0,1,1,0
fp_train_0306.jpg,1,0,0,0
fp_train_0307.jpg,0,1,0,1
fp_train_0308.jpg,1,1,0,0
fp_train_0309.jpg,1,1,0,1
fp_train_0310.jpg,0,1,0,0
fp_train_0311.jpg,0,1,0,0
fp_train_0312.jpg,0,0,0,0
fp_train_0313.jpg,1,0,0,1
fp_train_0314.jpg,1,0,0,1
fp_train_0315.jpg,0,0,1,0
fp_train_0316.jpg,1,1,0,0
fp_train_0317.jpg,1,0,0,1
fp_train_0318.jpg,0,0,0,0
fp_train_0319.jpg,0,1,0,0
fp_train_0320.jpg,0,0,0,0
fp_train_0321.jpg,0,0,1,0
fp_train_0322.jpg,0,0,0,1
fp_train_0323.jpg,0,0,0,1
fp_train_0324.jpg,1,0,0,0
fp_train_0325.jpg,1,0,1,1
fp_train_0326.jpg,0,0,0,0
fp_train_0327.jpg,1,0,0,0
fp_train_0328.jpg,1,1,0,0
fp_train_0329.jpg,0,1,0,1
fp_train_0330.jpg,0,0,0,1
fp_train_0331.jpg,1,0,0,1
fp_train_0332.jpg,1,0,0,1
fp_train_0333.jpg,1,0,0,0
fp_train_0334.jpg,0,0,0,1
fp_train_0335.jpg,0,1,0,1
fp_train_0336.jpg,0,1,1,0
fp_train_0337.jpg,0,1,0,1
fp_train_0338.jpg,1,0,0,0
fp_train_0339.jpg,0,0,0,0
fp_train_0340.jpg,0,0,0,0
fp_train_0341.jpg,0,0,1,0
fp_train_0342.jpg,0,0,1,0
fp_train_0343.jpg,0,0,0,0
fp_train_0344.jpg,0,0,0,0
fp_train_0345.jpg,0,0,0,0
fp_train_0346.jpg,0,1,0,0
fp_train_0347.jpg,1,0,0,0
fp_train_0348.jpg,1,1,0,0
fp_train_0349.jpg,1,1,0,0
fp_train_0350.jpg,1,0,1,1
fp_train_0351.jpg,0,0,0,1
fp_train_0352.jpg,1,1,0,1
fp_train_0353.jpg,0,0,0,1
fp_train_0354.jpg,0,0,0,0
fp_train_0355.jpg,1,0,1,0
fp_train_0356.jpg,0,1,0,0
fp_train_0357.jpg,0,0,0,0
fp_train_0358.jpg,1,0,0,0
fp_train_0359.jpg,1,0,0,1
fp_train_0360.jpg,1,0,1,0
fp_train_0361.jpg,0,1,0,0
fp_train_0362.jpg,1,0,1,0
fp_train_0363.jpg,0,0,0,0
fp_train_0364.jpg,0,1,1,1
fp_train_0365.jpg,0,0,0,1
fp_train_0366.jpg,1,1,1,1
fp_train_0367.jpg,1,0,0,0
fp_train_0368.jpg,1,0,0,0
fp_train_0369.jpg,1,1,0,0
fp_train_0370.jpg,1,1,1,1
fp_train_0371.jpg,0,0,0,0
fp_train_0372.jpg,1,0,0,1
fp_train_0373.jpg,1,0,1,1
fp_train_0374.jpg,0,0,0,0
fp_train_0375.jpg,0,0,1,0
fp_train_0376.jpg,1,1,0,1
fp_train_0377.jpg,0,0,0,0
fp_train_0378.jpg,1,1,0,1
fp_train_0379.jpg,0,1,0,0
fp_train_0380.jpg,0,0,0,0
fp_train_0381.jpg,0,1,0,1
fp_train_0382.jpg,1,1,0,1
fp_train_0383.jpg,0,0,0,0
fp_train_0384.jpg,0,0,1,0
fp_train_0385.jpg,0,1,0,0
fp_train_0386.jpg,0,0,1,0
fp_train_0387.jpg,0,0,0,0
fp_train_0388.jpg,0,1,0,1
fp_train_0389.jpg,0,1,0,0
fp_train_0390.jpg,1,1,0,0
fp_train_0391.jpg,0,0,0,0
fp_train_0392.jpg,1,0,0,0
fp_train_0393.jpg,1,0,1,1
fp_train_0394.jpg,0,1,1,1
fp_train_0395.jpg,0,1,0,1
fp_train_0396.jpg,1,1,0,0
fp_train_0397.jpg,1,0,0,1
fp_train_0398.jpg,0,0,0,0
fp_train_0399.jpg,1,0,0,0
fp_train_0400.jpg,1,1,0,1
fp_train_0401.jpg,0,0,0,0
fp_train_0402.jpg,1,0,0,0
fp_train_0403.jpg,0,0,0,0
fp_train_0404.jpg,1,1,0,1
fp_train_0405.jpg,0,0,0,0
fp_train_0406.jpg,1,1,0,1
fp_train_0407.jpg,0,0,0,0
fp_train_0408.jpg,1,1,0,1
fp_train_0409.jpg,0,0,1,0
fp_train_0410.jpg,0,0,1,0
fp_train_0411.jpg,0,0,0,0
fp_train_0412.jpg,1,1,0,1
fp_train_0413.jpg,1,0,1,1
fp_train_0414.jpg,0,0,0,1
fp_train_0415.jpg,0,0,0,0
fp_train_0416.jpg,1,1,0,1
fp_train_0417.jpg,1,1,0,1
fp_train_0418.jpg,1,0,0,0
fp_train_0419.jpg,0,1,0,0
fp_train_0420.jpg,0,1,0,1
fp_train_0421.jpg,0,0,0,0
fp_train_0422.jpg,1,0,0,1
fp_train_0423.jpg,1,0,0,1
fp_train_0424.jpg,0,0,0,0
fp_train_0425.jpg,1,0,0,0
fp_train_0426.jpg,0,0,0,1
fp_train_0427.jpg,0,1,1,0
fp_train_0428.jpg,0,1,0,1
fp_train_0429.jpg,0,0,0,0
fp_train_0430.jpg,1,1,0,1
fp_train_0431.jpg,0,0,0,1
fp_train_0432.jpg,1,1,0,1
fp_train_0433.jpg,0,1,0,1
fp_train_0434.jpg,1,0,0,0
fp_train_0435.jpg,0,0,0,0
fp_train_0436.jpg,1,0,0,1
fp_train_0437.jpg,1,1,0,1
fp_train_0438.jpg,1,1,0,1
fp_train_0439.jpg,0,1,1,0
fp_train_0440.jpg,0,1,1,0
fp_train_0441.jpg,0,0,0,0
fp_train_0442.jpg,0,0,0,1
fp_train_0443.jpg,0,0,1,0
fp_train_0444.jpg,0,1,0,0
fp_train_0445.jpg,1,0,0,1
fp_train_0446.jpg,1,0,0,0
fp_train_0447.jpg,0,0,0,0
fp_train_0448.jpg,0,0,0,0
fp_train_0449.jpg,1,0,0,1
fp_train_0450.jpg,1,0,0,1
fp_train_0451.jpg,1,1,0,1
fp_train_0452.jpg,0,0,0,0
fp_train_0453.jpg,0,1,0,1
fp_train_0454.jpg,0,0,0,0
fp_train_0455.jpg,0,1,1,1
fp_train_0456.jpg,1,0,0,1
fp_train_0457.jpg,1,0,0,1
fp_train_0458.jpg,0,1,0,0
fp_train_0459.jpg,0,1,0,0
fp_train_0460.jpg,1,0,0,0
fp_train_0461.jpg,0,1,0,1
fp_train_0462.jpg,1,0,1,1
fp_train_0463.jpg,1,0,0,0
fp_train_0464.jpg,0,1,0,1
fp_train_0465.jpg,0,0,0,0
fp_train_0466.jpg,1,0,0,0
fp_train_0467.jpg,0,1,0,1
fp_train_0468.jpg,0,1,0,1
fp_train_0469.jpg,0,0,0,1
fp_train_0470.jpg,0,1,1,0
fp_train_0471.jpg,1,0,0,0
fp_train_0472.jpg,0,0,0,0
fp_train_0473.jpg,1,0,1,1
fp_train_0474.jpg,0,1,0,1
fp_train_0475.jpg,1,0,0,1
fp_train_0476.jpg,0,0,0,0
fp_train_0477.jpg,1,1,0,1
fp_train_0478.jpg,0,1,1,0
fp_train_0479.jpg,0,1,1,0
fp_train_0480.jpg,1,0,0,1
fp_train_0481.jpg,1,0,0,1
fp_train_0482.jpg,0,0,0,1
fp_train_0483.jpg,1,1,0,1
fp_train_0484.jpg,0,0,0,0
fp_train_0485.jpg,1,0,0,1
fp_train_0486.jpg,1,0,1,1
fp_train_0487.jpg,0,0,0,0
fp_train_0488.jpg,1,1,0,1
fp_train_0489.jpg,0,0,0,0
fp_train_0490.jpg,1,0,1,1
fp_train_0491.jpg,0,1,0,1
fp_train_0492.jpg,1,1,0,1
fp_train_0493.jpg,1,1,0,0
fp_train_0494.jpg,0,1,0,0
fp_train_0495.jpg,1,1,0,0
fp_train_0496.jpg,1,0,0,0
fp_train_0497.jpg,0,0,1,0
fp_train_0498.jpg,1,0,0,1
fp_train_0499.jpg,0,1,0,0
fp_train_0500.jpg,0,1,0,0
fp_train_0501.jpg,0,0,0,0
fp_train_0502.jpg,0,0,0,1
fp_train_0503.jpg,1,1,0,1
fp_train_0504.jpg,1,0,0,1
fp_train_0505.jpg,0,1,0,0
fp_train_0506.jpg,1,1,0,0
fp_train_0507.jpg,0,1,0,1
fp_train_0508.jpg,0,0,0,1
fp_train_0509.jpg,0,0,0,0
fp_train_0510.jpg,0,0,0,0
fp_train_0511.jpg,0,0,0,0
fp_train_0512.jpg,1,1,0,0
fp_train_0513.jpg,0,1,1,1
fp_train_0514.jpg,0,0,0,1
fp_train_0515.jpg,0,1,0,1
fp_train_0516.jpg,1,0,1,0
fp_train_0517.jpg,1,0,0,0
fp_train_0518.jpg,1,0,0,0
fp_train_0519.jpg,0,0,0,1
fp_train_0520.jpg,0,0,0,0
fp_train_0521.jpg,1,0,0,0
fp_train_0522.jpg,1,0,1,0
fp_train_0523.jpg,1,1,0,1
fp_train_0524.jpg,1,0,1,1
fp_train_0525.jpg,0,1,0,0
fp_train_0526.jpg,1,1,0,1
fp_train_0527.jpg,1,1,0,0
fp_train_0528.jpg,0,0,0,0
fp_train_0529.jpg,0,0,0,1
fp_train_0530.jpg,0,0,0,0
fp_train_0531.jpg,0,1,0,0
fp_train_0532.jpg,0,0,0,1
fp_train_0533.jpg,1,1,0,1
fp_train_0534.jpg,0,0,0,0
fp_train_0535.jpg,1,1,1,1
fp_train_0536.jpg,1,0,0,0
fp_train_0537.jpg,1,0,0,0
fp_train_0538.jpg,0,0,0,0
fp_train_0539.jpg,0,1,0,0
fp_train_0540.jpg,0,0,0,0
fp_train_0541.jpg,1,0,0,1
fp_train_0542.jpg,1,0,0,0
fp_train_0543.jpg,1,1,0,1
fp_train_0544.jpg,1,0,1,1
fp_train_0545.jpg,1,0,0,0
fp_train_0546.jpg,0,1,0,0
fp_train_0547.jpg,0,1,0,0
fp_train_0548.jpg,0,1,0,0
fp_train_0549.jpg,1,1,0,1
fp_train_0550.jpg,0,0,0,0
fp_train_0551.jpg,1,0,0,1
fp_train_0552.jpg,1,1,0,0
fp_train_0553.jpg,0,0,0,0
fp_train_0554.jpg,1,0,0,1
fp_train_0555.jpg,0,0,1,0
fp_train_0556.jpg,0,1,1,0
fp_train_0557.jpg,0,0,0,0
fp_train_0558.jpg,0,0,0,0
fp_train_0559.jpg,0,1,0,0
fp_train_0560.jpg,0,0,0,0
fp_train_0561.jpg,1,1,0,1
fp_train_0562.jpg,0,1,0,1
fp_train_0563.jpg,1,0,0,0
fp_train_0564.jpg,1,0,0,0
fp_train_0565.jpg,0,1,0,0
fp_train_0566.jpg,1,0,0,1
fp_train_0567.jpg,1,0,0,0
fp_train_0568.jpg,0,0,0,0
fp_train_0569.jpg,1,1,0,0
fp_train_0570.jpg,0,0,0,0
fp_train_0571.jpg,0,1,0,0
fp_train_0572.jpg,0,0,0,1
fp_train_0573.jpg,1,0,0,1
fp_train_0574.jpg,1,0,0,1
fp_train_0575.jpg,1,0,0,0
fp_train_0576.jpg,0,0,0,0
fp_train_0577.jpg,0,1,0,0
fp_train_0578.jpg,1,1,0,1
fp_train_0579.jpg,0,0,0,0
fp_train_0580.jpg,1,0,0,0
fp_train_0581.jpg,0,0,0,1
fp_train_0582.jpg,1,0,0,0
fp_train_0583.jpg,1,1,0,0
fp_train_0584.jpg,1,0,0,1
fp_train_0585.jpg,0,0,0,0
fp_train_0586.jpg,1,0,0,0
fp_train_0587.jpg,1,0,0,0
fp_train_0588.jpg,0,1,1,1
fp_train_0589.jpg,0,0,0,0
fp_train_0590.jpg,0,0,0,0
fp_train_0591.jpg,0,1,0,1
fp_train_0592.jpg,1,0,0,0
fp_train_0593.jpg,0,0,0,1
fp_train_0594.jpg,1,0,1,1
fp_train_0595.jpg,0,0,0,1
fp_train_0596.jpg,1,1,0,0
fp_train_0597.jpg,1,0,0,1
fp_train_0598.jpg,1,0,0,1
fp_train_0599.jpg,0,0,0,0
fp_train_0600.jpg,1,0,0,0
fp_train_0601.jpg,0,1,0,1
fp_train_0602.jpg,0,0,0,0
fp_train_0603.jpg,1,0,0,0
fp_train_0604.jpg,0,0,0,0
fp_train_0605.jpg,0,0,0,0
fp_train_0606.jpg,1,0,0,0
fp_train_0607.jpg,1,0,0,1
fp_train_0608.jpg,1,0,1,1
fp_train_0609.jpg,0,1,0,0
fp_train_0610.jpg,0,0,0,0
fp_train_0611.jpg,1,0,0,1
fp_train_0612.jpg,1,0,0,0
fp_train_0613.jpg,1,0,0,1
fp_train_0614.jpg,0,1,0,0
fp_train_0615.jpg,1,0,1,0
fp_train_0616.jpg,1,1,0,0
fp_train_0617.jpg,1,1,0,1
fp_train_0618.jpg,1,1,0,0
fp_train_0619.jpg,0,0,1,1
fp_train_0620.jpg,0,1,0,0
fp_train_0621.jpg,0,0,0,1
fp_train_0622.jpg,1,0,0,1
fp_train_0623.jpg,0,0,0,0
fp_train_0624.jpg,1,0,0,1
fp_train_0625.jpg,0,0,0,0
fp_train_0626.jpg,0,0,0,0
fp_train_0627.jpg,0,0,0,1
fp_train_0628.jpg,0,0,0,1
fp_train_0629.jpg,1,0,0,1
fp_train_0630.jpg,0,1,0,0
fp_train_0631.jpg,0,0,0,0
fp_train_0632.jpg,1,1,0,0
fp_train_0633.jpg,0,1,0,0
fp_train_0634.jpg,0,0,0,0
fp_train_0635.jpg,1,0,0,1
fp_train_0636.jpg,0,0,0,0
fp_train_0637.jpg,0,1,1,1
fp_train_0638.jpg,0,0,1,1
fp_train_0639.jpg,1,1,0,1
fp_train_0640.jpg,1,0,0,1
fp_train_0641.jpg,1,0,0,0
fp_train_0642.jpg,0,1,0,0
fp_train_0643.jpg,1,1,0,1
fp_train_0644.jpg,1,0,0,1
fp_train_0645.jpg,0,0,0,1
fp_train_0646.jpg,1,0,0,0
fp_train_0647.jpg,0,1,0,0
fp_train_0648.jpg,0,0,0,0
fp_train_0649.jpg,1,0,0,1
fp_train_0650.jpg,0,0,0,1
fp_train_0651.jpg,0,1,0,1
fp_train_0652.jpg,1,1,0,0
fp_train_0653.jpg,0,0,1,0
fp_train_0654.jpg,0,0,0,1
fp_train_0655.jpg,0,0,0,0
fp_train_0656.jpg,0,1,0,0
fp_train_0657.jpg,0,1,0,1
fp_train_0658.jpg,1,1,0,1
fp_train_0659.jpg,0,0,1,1
fp_train_0660.jpg,0,0,1,0
fp_train_0661.jpg,0,1,0,0
fp_train_0662.jpg,0,0,0,1
fp_train_0663.jpg,1,0,0,0
fp_train_0664.jpg,0,1,0,0
fp_train_0665.jpg,0,0,0,1
fp_train_0666.jpg,1,0,0,1
fp_train_0667.jpg,0,0,0,0
fp_train_0668.jpg,0,0,0,0
fp_train_0669.jpg,1,0,0,0
fp_train_0670.jpg,1,0,0,1
fp_train_0671.jpg,0,0,1,0
fp_train_0672.jpg,1,0,0,0
fp_train_0673.jpg,0,0,1,0
fp_train_0674.jpg,0,1,0,0
fp_train_0675.jpg,1,0,1,0
fp_train_0676.jpg,1,0,0,1
fp_train_0677.jpg,1,1,0,1
fp_train_0678.jpg,0,0,0,1
fp_train_0679.jpg,0,0,0,1
fp_train_0680.jpg,0,0,0,0
fp_train_0681.jpg,1,0,0,1
fp_train_0682.jpg,0,1,0,1
fp_train_0683.jpg,0,1,0,0
